8.08,17120,346,49784,21256
8.09,17120,346,49800,21240
8.1,17122,344,49824,21216
8.11,17124,342,49840,21200
8.12,17124,342,49856,21184
8.13,17124,342,49888,21152
8.14,17126,340,49920,21120
8.15,17130,336,49960,21080
8.16,17130,336,49960,21080
8.17,17130,336,49984,21056
8.18,17132,334,50016,21024
8.19,17132,334,50032,21008
8.2,17134,332,50056,20984
8.21,17134,332,50088,20952
8.22,17136,330,50104,20936
8.23,17136,330,50128,20912
8.24,17136,330,50176,20864
8.25,17138,328,50224,20816
8.26,17140,326,50248,20792
8.27,17142,324,50264,20776
8.28,17144,322,50280,20760
8.29,17144,322,50296,20744
8.3,17144,322,50312,20728
8.31,17148,318,50328,20712
8.32,17150,316,50368,20672
8.33,17150,316,50392,20648
8.34,17152,314,50408,20632
8.35,17152,314,50432,20608
8.36,17164,302,50496,20544
8.37,17170,296,50528,20512
8.38,17174,292,50584,20456
8.39,17174,292,50608,20432
8.4,17176,290,50672,20368
8.41,17180,286,50688,20352
8.42,17184,282,50712,20328
8.43,17184,282,50736,20304
8.44,17184,282,50760,20280
8.45,17184,282,50792,20248
8.46,17194,272,50840,20200
8.47,17202,264,50896,20144
8.48,17202,264,50920,20120
8.49,17206,260,50952,20088
8.5,17206,260,50984,20056
8.51,17208,258,50992,20048
8.52,17214,252,51000,20040
8.53,17220,246,51016,20024
8.54,17222,244,51072,19968
8.55,17222,244,51096,19944
8.56,17222,244,51112,19928
8.57,17224,242,51144,19896
8.58,17224,242,51160,19880
8.59,17224,242,51208,19832
8.6,17226,240,51232,19808
8.61,17226,240,51256,19784
8.62,17228,238,51280,19760
8.63,17230,236,51304,19736
8.64,17232,234,51328,19712
8.65,17234,232,51352,19688
8.66,17234,232,51392,19648
8.67,17234,232,51432,19608
8.68,17238,228,51456,19584
8.69,17238,228,51472,19568
8.7,17238,228,51480,19560
8.71,17238,228,51496,19544
8.72,17240,226,51504,19536
8.73,17242,224,51520,19520
8.74,17242,224,51528,19512
8.75,17242,224,51568,19472
8.76,17242,224,51608,19432
8.77,17244,222,51632,19408
8.78,17244,222,51648,19392
8.79,17244,222,51680,19360
8.8,17244,222,51712,19328
8.81,17248,218,51752,19288
8.82,17250,216,51760,19280
8.83,17250,216,51784,19256
8.84,17250,216,51816,19224
8.85,17250,216,51872,19168
8.86,17250,216,51880,19160
8.87,17250,216,51928,19112
8.88,17254,212,51952,19088
8.89,17254,212,51976,19064
8.9,17256,210,52000,19040
8.91,17256,210,52024,19016
8.92,17256,210,52032,19008
8.93,17256,210,52048,18992
